internalCode;responsible;performanceType;createdAt
80;Demandante;RADICADO;21/03/24
80;Juzgado;INADMITIDO;25/09/24
80;Demandante;SUBSANACION;25/09/24
80;Juzgado;ADMITE;13/11/24
80;Juzgado;CONTESTACION_DEMANDA;28/01/25
80;Juzgado;CONCILIADO;18/09/25
81;NA ;INADMITIDO;NA
82;Demandante;RADICADO;22/04/25
82;Juzgado;ADMITE;22/05/25
82;Demandante;RADICA_IMPULSO_PROCESAL;26/05/25
82;Juzgado;CONCILIADO;01/04/25
83;Demandante;RADICADO;13/03/24
83;Juzgado;INADMITIDO;18/03/24
83;Demandante;SUBSANACION;02/04/24
83;Juzgado;ADMITE;05/04/24
83;Demandado;CONTESTACION_DEMANDA;26/04/24
83;Juzgado;FIJA_AUDIENCIA;02/05/24
84;Demandante;RADICADO;13/03/24
84;Juzgado;INADMITIDO;15/03/24
84;Demandante;SUBSANACION;02/04/24
84;Juzgado;ADMITE;05/04/24
84;Demandado;CONTESTACION_DEMANDA;26/04/24
84;Juzgado;FIJA_AUDIENCIA;23/10/24
84;Juzgado;CONCILIADO;24/04/25
85;Demandante;RADICADO;13/03/24
85;Juzgado;INADMITIDO;21/03/24
85;Demandante;SUBSANACION;02/04/24
85;Juzgado;ADMITE;26/04/24
85;Demandante;NOTIFICACION_PERSONAL;03/05/24
85;Demandado;CONTESTACION_DEMANDA;26/04/24
86;Demandante;RADICADO;13/03/24
86;Juzgado;ADMITE;04/06/24
86;Demandado;CONTESTACION_DEMANDA;19/06/24
86;Juzgado;ADMITE;16/01/25
86;Juzgado;FIJA_AUDIENCIA;16/01/25
86;Juzgado;CONCILIADO;03/02/25
87;Demandante;RADICADO;13/03/24
87;Juzgado;INADMITIDO;24/10/24
87;Demandante;SUBSANACION;06/05/25
88;Demandante;RADICADO;12/03/24
88;Juzgado;INADMITIDO;24/09/24
88;Demandante;SUBSANACION;25/09/24
88;Juzgado;ADMITE;31/10/24
88;Juzgado;FIJA_AUDIENCIA;30/06/25
88;Juzgado;CONCILIADO;13/08/25
89;Demandante;RADICADO;13/03/24
89;Juzgado;INADMITIDO;09/04/24
89;Demandante;SUBSANACION;16/04/24
89;Juzgado;ADMITE;14/05/24
89;Demandado;CONTESTACION_DEMANDA;05/06/24
89;Juzgado;FIJA_AUDIENCIA;18/06/24
89;Juzgado;CONCILIADO;20/09/24
90;Demandante;RADICADO;19/03/24
90;Juzgado;INADMITIDO;30/04/24
90;Demandante;SUBSANACION;02/05/24
90;Juzgado;CONCILIADO;04/09/24
91;Demandante;RADICADO;13/03/24
91;Juzgado;INADMITIDO;22/04/24
91;Demandante;SUBSANACION;30/04/24
91;Juzgado;ADMITE;10/07/24
91;Demandado;CONTESTACION_DEMANDA;29/07/24
91;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
91;Juzgado;FIJA_AUDIENCIA;30/09/24
91;Juzgado;CONCILIADO;22/01/25
92;Demandante;RADICADO;13/03/24
92;Juzgado;ADMITE;28/06/24
93;Demandante;RADICADO;15/03/24
93;Juzgado;INADMITIDO;25/09/24
93;Demandante;SUBSANACION;31/10/24
93;Juzgado;ADMITE;31/10/24
93;Demandado;CONTESTACION_DEMANDA;18/11/24
93;Juzgado;FIJA_AUDIENCIA;07/07/25
93;Juzgado;CONCILIADO;25/08/25
94;Demandante;RADICADO;13/03/24
94;Juzgado;INADMITIDO;02/04/24
94;Demandante;SUBSANACION;05/04/24
94;Juzgado;ADMITE;02/05/24
94;Demandado;CONTESTACION_DEMANDA;20/05/24
94;Juzgado;FIJA_AUDIENCIA;01/08/24
94;Juzgado;CONCILIADO;30/05/25
95;Demandante;RADICADO;12/03/24
95;Juzgado;INADMITIDO;12/04/24
95;Demandante;SUBSANACION;30/04/24
95;Juzgado;ADMITE;30/04/24
95;Juzgado;FIJA_AUDIENCIA;11/12/24
95;Juzgado;CONCILIADO;12/05/25
96;Demandante;RADICADO;12/04/24
96;Juzgado;ADMITE;19/04/24
96;Demandado;CONTESTACION_DEMANDA;07/05/24
96;Juzgado;FIJA_AUDIENCIA;31/05/24
96;Juzgado;CONCILIADO;18/03/25
97;Demandante;RADICADO;01/04/24
97;Juzgado;INADMITIDO;15/04/24
97;Demandante;SUBSANACION;22/04/24
97;Juzgado;ADMITE;29/04/24
97;Demandado;CONTESTACION_DEMANDA;20/05/24
97;Juzgado;FIJA_AUDIENCIA;09/10/24
98;Demandante;RADICADO;01/04/24
98;Juzgado;ADMITE;23/05/24
98;Juzgado;FIJA_AUDIENCIA;07/02/25
98;Juzgado;CONCILIADO;19/06/25
99;Demandante;RADICADO;25/01/24
99;Juzgado;ADMITE;26/02/24
99;Juzgado;FIJA_AUDIENCIA;26/08/24
99;Juzgado;CONCILIADO;26/08/24
100;Demandante;RADICADO;28/01/24
100;Juzgado;ADMITE;20/02/24
100;Juzgado;FIJA_AUDIENCIA;24/04/25
100;Juzgado;CONCILIADO;24/04/25
101;Demandante;RADICADO;29/01/24
101;Juzgado;ADMITE;27/02/24
101;Juzgado;FIJA_AUDIENCIA;06/05/25
101;Juzgado;CONCILIADO;06/05/25
102;Demandante;RADICADO;30/01/24
102;Juzgado;ADMITE;01/03/24
102;Juzgado;FIJA_AUDIENCIA;29/11/24
102;Juzgado;CONCILIADO;29/11/24
103;Demandante;RADICADO;31/01/24
103;Juzgado;ADMITE;01/03/24
103;Juzgado;FIJA_AUDIENCIA;20/02/25
103;Juzgado;CONCILIADO;20/02/25
104;Demandante;RADICADO;01/02/24
104;Juzgado;ADMITE;04/03/24
105;Demandante;RADICADO;02/02/24
105;Juzgado;ADMITE;05/03/24
105;Juzgado;FIJA_AUDIENCIA;28/03/25
105;Juzgado;CONCILIADO;28/03/25
106;Demandante;RADICADO;05/02/24
106;Juzgado;ADMITE;08/03/24
106;Juzgado;FIJA_AUDIENCIA;14/02/25
107;Demandante;RADICADO;02/04/24
107;Juzgado;INADMITIDO;19/04/24
107;Demandante;SUBSANACION;29/04/24
107;Juzgado;ADMITE;12/11/24
107;Demandado;CONTESTACION_DEMANDA;05/12/24
107;Juzgado;FIJA_AUDIENCIA;03/03/25
107;Juzgado;CONCILIADO;24/04/25
108;Demandante;RADICADO;24/04/24
108;Juzgado;INADMITIDO;25/06/24
108;Demandante;SUBSANACION;28/06/24
108;Juzgado;ADMITE;26/11/24
108;Demandado;CONTESTACION_DEMANDA;16/12/24
108;Demandante;RADICA_IMPULSO_PROCESAL;25/04/25
108;Juzgado;FIJA_AUDIENCIA;01/07/25
109;Demandante;RADICADO;02/04/24
109;Juzgado;INADMITIDO;26/06/24
109;Demandante;SUBSANACION;26/06/24
109;Juzgado;ADMITE;03/09/24
109;Juzgado;ADMITE;05/02/25
110;Demandante;RADICADO;03/04/24
110;Juzgado;ADMITE;23/04/24
110;Demandado;CONTESTACION_DEMANDA;09/05/24
110;Juzgado;FIJA_AUDIENCIA;17/01/25
110;Juzgado;CONCILIADO;17/02/25
111;Demandante;RADICADO;04/04/24
111;Juzgado;ADMITE;08/07/24
111;Juzgado;FIJA_AUDIENCIA;02/09/24
112;Demandante;RADICADO;10/04/24
112;Juzgado;INADMITIDO;25/09/24
112;Demandante;SUBSANACION;25/09/24
112;Juzgado;ADMITE;27/05/25
112;Demandante;NOTIFICACION_PERSONAL;27/05/25
113;Demandante;RADICADO;17/04/24
113;Juzgado;INADMITIDO;19/04/24
113;Demandante;SUBSANACION;29/04/24
113;Juzgado;ADMITE;02/05/24
113;Demandante;NOTIFICACION_PERSONAL;03/05/24
113;Demandado;CONTESTACION_DEMANDA;16/05/24
113;Juzgado;FIJA_AUDIENCIA;21/06/24
113;Juzgado;CONCILIADO;05/06/25
114;Demandante;RADICADO;16/04/24
114;Juzgado;ADMITE;24/05/24
114;Juzgado;ADMITE;16/07/24
114;Juzgado;CONCILIADO;07/10/24
115;Demandante;RADICADO;17/04/24
115;Juzgado;INADMITIDO;30/05/24
115;Demandante;SUBSANACION;11/06/24
115;Juzgado;ADMITE;28/10/24
115;Demandado;CONTESTACION_DEMANDA;15/11/24
115;Demandante;RADICA_IMPULSO_PROCESAL;03/12/24
115;Juzgado;FIJA_AUDIENCIA;16/12/24
115;Juzgado;CONCILIADO;24/01/25
116;Demandante;RADICADO;16/04/24
116;Juzgado;INADMITIDO;23/04/24
116;Demandante;SUBSANACION;30/04/24
116;Juzgado;ADMITE;15/05/24
116;Demandado;CONTESTACION_DEMANDA;06/06/24
116;Juzgado;FIJA_AUDIENCIA;11/06/24
116;Juzgado;CONCILIADO;17/10/24
117;Demandante;RADICADO;17/04/24
117;Juzgado;ADMITE;18/04/24
117;Demandante;NOTIFICACION_PERSONAL;03/05/24
117;Demandado;CONTESTACION_DEMANDA;16/05/24
117;Juzgado;FIJA_AUDIENCIA;22/05/24
117;Juzgado;CONCILIADO;09/10/24
118;Demandante;RADICADO;16/04/24
118;Juzgado;ADMITE;18/04/24
118;Juzgado;FIJA_AUDIENCIA;23/08/24
118;Juzgado;CONCILIADO;20/09/24
119;Demandante;RADICADO;16/04/24
119;Juzgado;ADMITE;10/05/24
119;Demandante;NOTIFICACION_PERSONAL;17/05/24
119;Demandado;CONTESTACION_DEMANDA;29/05/24
119;Demandante;RADICA_IMPULSO_PROCESAL;15/07/24
119;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
119;Juzgado;FIJA_AUDIENCIA;06/09/24
119;Juzgado;FIJA_AUDIENCIA;13/01/25
119;Juzgado;CONCILIADO;11/02/25
120;Demandante;RADICADO;16/04/24
120;Juzgado;INADMITIDO;06/09/24
120;Demandante;SUBSANACION;06/09/24
120;Juzgado;ADMITE;04/10/24
121;Demandante;RADICADO;16/04/24
121;Juzgado;ADMITE;03/05/24
121;Demandante;NOTIFICACION_PERSONAL;05/05/24
121;Juzgado;FIJA_AUDIENCIA;23/07/24
121;Juzgado;CONCILIADO;22/08/24
122;Demandante;RADICADO;17/04/24
122;Juzgado;INADMITIDO;25/06/24
122;Demandante;SUBSANACION;28/06/24
122;Juzgado;ADMITE;26/11/24
122;Demandado;CONTESTACION_DEMANDA;16/12/24
122;Juzgado;FIJA_AUDIENCIA;01/07/25
123;Demandante;RADICADO;25/04/24
123;Juzgado;ADMITE;14/05/24
123;Demandante;NOTIFICACION_PERSONAL;15/05/24
123;Juzgado;FIJA_AUDIENCIA;10/03/25
124;Demandante;RADICADO;07/06/24
124;Juzgado;ADMITE;17/06/24
124;Juzgado;FIJA_AUDIENCIA;28/11/24
124;Juzgado;CONCILIADO;06/12/24
125;Demandante;RADICADO;11/09/24
125;Juzgado;ADMITE;07/10/24
125;Demandante;NOTIFICACION_PERSONAL;16/10/24
125;Demandado;CONTESTACION_DEMANDA;20/11/24
125;Juzgado;FIJA_AUDIENCIA;22/04/25
126;Demandante;RADICADO;19/04/24
126;Juzgado;INADMITIDO;16/07/24
126;Demandante;SUBSANACION;23/07/24
126;Juzgado;ADMITE;03/10/24
126;Demandado;CONTESTACION_DEMANDA;24/10/24
126;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
126;Demandante;RADICA_IMPULSO_PROCESAL;25/04/25
126;Juzgado;FIJA_AUDIENCIA;16/05/25
127;Demandante;RADICADO;19/04/24
127;Juzgado;ADMITE;10/05/24
127;Demandante;NOTIFICACION_PERSONAL;17/05/24
127;Demandado;CONTESTACION_DEMANDA;30/05/24
127;Juzgado;ADMITE;05/09/24
127;Juzgado;FIJA_AUDIENCIA;13/01/25
127;Juzgado;CONCILIADO;11/02/25
128;Demandante;RADICADO;30/04/24
128;Juzgado;ADMITE;22/07/24
129;Demandante;RADICADO;25/04/24
129;Juzgado;ADMITE;16/05/24
129;Demandante;NOTIFICACION_PERSONAL;16/05/24
129;Juzgado;FIJA_AUDIENCIA;09/05/25
130;Demandante;RADICADO;25/04/24
130;Juzgado;ADMITE;06/05/24
130;Demandante;NOTIFICACION_PERSONAL;08/05/24
130;Demandado;CONTESTACION_DEMANDA;23/05/24
130;Juzgado;ADMITE;04/06/24
130;Juzgado;FIJA_AUDIENCIA;17/06/25
130;Juzgado;CONCILIADO;17/06/25
131;Demandante;RADICADO;17/04/24
131;Juzgado;ADMITE;06/05/24
131;Demandante;NOTIFICACION_PERSONAL;09/05/24
131;Juzgado;FIJA_AUDIENCIA;07/08/24
131;Juzgado;CONCILIADO;19/09/24
132;Demandante;RADICADO;20/03/25
132;Juzgado;ADMITE;25/07/25
132;Juzgado;FIJA_AUDIENCIA;17/09/25
133;Demandante;RADICADO;19/04/24
133;Juzgado;INADMITIDO;07/05/24
133;Demandante;SUBSANACION;07/05/24
133;Juzgado;ADMITE;23/05/24
133;Demandante;NOTIFICACION_PERSONAL;23/05/24
133;Juzgado;INADMITE_CONTESTACION;21/08/24
133;Juzgado;CONCILIADO;26/09/24
134;Demandante;RADICADO;06/05/24
134;Juzgado;INADMITIDO;18/06/24
134;Demandante;SUBSANACION;18/06/24
134;Juzgado;ADMITE;18/07/24
134;Juzgado;FIJA_AUDIENCIA;31/01/25
135;Demandante;RADICADO;29/04/24
135;Juzgado;INADMITIDO;23/05/24
135;Demandante;SUBSANACION;29/05/24
135;Juzgado;ADMITE;26/06/24
135;Demandante;NOTIFICACION_PERSONAL;02/07/24
135;Demandado;CONTESTACION_DEMANDA;15/07/24
135;Demandante;RADICA_IMPULSO_PROCESAL;04/12/24
135;Demandante;RADICA_IMPULSO_PROCESAL;19/05/25
136;Demandante;RADICADO;29/04/24
136;Juzgado;INADMITIDO;06/05/24
136;Juzgado;FINALIZADO_RECHAZO;28/05/24
136;Juzgado;ADMITE;13/06/24
136;Demandado;CONTESTACION_DEMANDA;28/06/24
136;Juzgado;FIJA_AUDIENCIA;27/08/24
136;Juzgado;CONCILIADO;21/04/25
137;Demandante;RADICADO;29/04/24
137;Juzgado;INADMITIDO;30/04/24
137;Juzgado;ADMITE;23/05/24
137;Juzgado;ADMITE;20/02/25
137;Juzgado;CONCILIADO;27/02/25
138;Demandante;RADICADO;29/04/24
138;Juzgado;ADMITE;31/05/24
138;Demandado;CONTESTACION_DEMANDA;02/07/24
138;Juzgado;FIJA_AUDIENCIA;02/07/24
138;Juzgado;CONCILIADO;27/08/24
139;Demandante;RADICADO;29/04/24
139;Juzgado;INADMITIDO;31/10/24
139;Demandante;SUBSANACION;01/11/24
139;Juzgado;ADMITE;10/12/24
139;Juzgado;FIJA_AUDIENCIA;06/07/25
139;Juzgado;CONCILIADO;04/09/25
140;Demandante;RADICADO;29/04/24
140;Juzgado;ADMITE;22/05/24
140;Demandante;NOTIFICACION_PERSONAL;22/05/24
140;Juzgado;CONCILIADO;05/03/25
141;Demandante;RADICADO;29/04/24
141;Juzgado;ADMITE;14/05/24
141;Demandante;NOTIFICACION_PERSONAL;15/05/24
141;Juzgado;FIJA_AUDIENCIA;18/11/24
141;Juzgado;CONCILIADO;28/03/25
142;Demandante;RADICADO;26/04/24
142;Juzgado;ADMITE;06/05/24
142;Demandante;NOTIFICACION_PERSONAL;21/05/24
142;Demandado;CONTESTACION_DEMANDA;23/05/24
142;Juzgado;FIJA_AUDIENCIA;24/06/24
142;Juzgado;CONCILIADO;03/04/25
142;Juzgado;CONCILIADO;03/04/25
143;NA;INADMITIDO;NA
144;Demandante;RADICADO;10/05/24
144;Juzgado;ADMITE;31/05/24
144;Demandante;NOTIFICACION_PERSONAL;31/05/24
144;Juzgado;FIJA_AUDIENCIA;23/07/24
144;Juzgado;CONCILIADO;19/09/24
145;Demandante;RADICADO;10/05/24
145;Juzgado;INADMITIDO;15/07/24
145;Demandante;SUBSANACION;22/07/24
145;Juzgado;ADMITE;18/09/24
145;Demandante;NOTIFICACION_PERSONAL;12/11/24
145;Demandado;CONTESTACION_DEMANDA;08/11/24
145;Juzgado;FIJA_AUDIENCIA;12/11/24
145;Juzgado;CONCILIADO;29/01/25
146;Demandante;RADICADO;14/05/24
146;Juzgado;INADMITIDO;30/05/24
146;Juzgado;FINALIZADO_RECHAZO;24/07/24
147;Demandante;RADICADO;26/07/24
147;Juzgado;INADMITIDO;05/08/24
147;Demandante;SUBSANACION;09/08/24
147;Demandante;SUBSANACION;13/08/24
147;Juzgado;FINALIZADO_RECHAZO;16/09/24
147;Juzgado;ARCHIVADO;11/10/24
148;Demandante;RADICADO;10/05/24
148;Juzgado;INADMITIDO;02/07/24
148;Demandante;SUBSANACION;08/07/24
148;Juzgado;ADMITE;29/07/24
148;Demandado;CONTESTACION_DEMANDA;23/08/24
148;Juzgado;INADMITE_CONTESTACION;17/03/25
148;Demandante;SUBSANACION;25/03/25
148;Juzgado;ADMITE;22/04/25
148;Juzgado;CONCILIADO;24/04/25
149;Demandante;RADICADO;17/05/24
149;Juzgado;INADMITIDO;01/08/24
149;Demandante;SUBSANACION;12/08/24
149;Juzgado;ADMITE;12/09/24
149;Juzgado;FIJA_AUDIENCIA;24/09/25
150;Demandante;RADICADO;17/05/24
150;Demandante;RADICA_IMPULSO_PROCESAL;14/06/24
150;Juzgado;ADMITE;02/07/24
150;Demandante;NOTIFICACION_PERSONAL;23/07/24
150;Demandado;CONTESTACION_DEMANDA;19/07/24
150;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
150;Demandante;RADICA_IMPULSO_PROCESAL;04/12/24
150;Demandante;RADICA_IMPULSO_PROCESAL;11/02/25
150;Demandante;RADICA_IMPULSO_PROCESAL;24/04/25
151;Demandante;RADICADO;24/05/24
151;Juzgado;ADMITE;02/07/24
151;Juzgado;INADMITIDO;03/07/24
151;Demandado;CONTESTACION_DEMANDA;19/07/24
151;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
151;Demandante;RADICA_IMPULSO_PROCESAL;05/12/24
151;Juzgado;FIJA_AUDIENCIA;20/08/25
152;Demandante;RADICADO;28/05/24
152;Juzgado;INADMITIDO;02/07/24
152;Demandante;SUBSANACION;08/07/24
152;Juzgado;ADMITE;22/07/24
152;Juzgado;FIJA_AUDIENCIA;20/08/24
152;Juzgado;CONCILIADO;09/09/25
153;Demandante;RADICADO;28/06/24
153;Juzgado;INADMITIDO;31/07/24
153;Demandante;SUBSANACION;02/08/24
153;Juzgado;ADMITE;29/08/24
153;Juzgado;FIJA_AUDIENCIA;11/12/24
154;Demandante;RADICADO;27/05/24
154;Juzgado;ADMITE;20/06/24
154;Demandado;CONTESTACION_DEMANDA;10/07/24
154;Juzgado;CONCILIADO;29/10/24
155;Demandante;RADICADO;24/05/24
155;Juzgado;ADMITE;14/06/24
155;Demandado;CONTESTACION_DEMANDA;04/07/24
155;Juzgado;CONCILIADO;11/02/25
155;Juzgado;ARCHIVADO;14/02/25
156;Demandante;RADICADO;24/05/24
156;Demandante;SUBSANACION;08/07/24
156;Demandante;ADMITE;18/07/24
156;Demandado;CONTESTACION_DEMANDA;06/08/24
157;Demandante;RADICADO;24/05/24
157;Juzgado;ADMITE;17/09/24
157;Juzgado;CONCILIADO;03/03/25
157;Juzgado;ARCHIVADO;06/03/25
158;Demandante;RADICADO;27/05/24
158;Juzgado;ADMITE;10/09/24
158;Juzgado;CONCILIADO;10/07/25
158;Juzgado;ARCHIVADO;28/07/25
159;Demandante;RADICADO;27/05/24
159;Juzgado;INADMITIDO;23/09/24
159;Juzgado;ADMITE;05/12/24
159;Demandante;NOTIFICACION_PERSONAL;06/12/24
159;Juzgado;FIJA_AUDIENCIA;21/07/25
159;Juzgado;CONCILIADO;09/09/25
160;Demandante;RADICADO;24/05/24
160;Juzgado;ADMITE;08/07/24
160;Demandante;NOTIFICACION_PERSONAL;11/07/24
160;Demandado;CONTESTACION_DEMANDA;25/07/24
160;Demandante;RADICA_IMPULSO_PROCESAL;29/08/24
160;Demandante;RADICA_IMPULSO_PROCESAL;06/09/24
160;Juzgado;ADMITE;30/09/24
160;Juzgado;FIJA_AUDIENCIA;30/09/24
160;Juzgado;CONCILIADO;27/01/25
161;Demandante;RADICADO;30/05/24
161;Juzgado;INADMITIDO;11/06/24
161;Demandante;SUBSANACION;19/06/24
161;Demandante;RADICA_IMPULSO_PROCESAL;19/06/24
161;Juzgado;ADMITE;24/06/24
161;Demandado;CONTESTACION_DEMANDA;16/07/24
161;Juzgado;FIJA_AUDIENCIA;09/04/25
161;Juzgado;FIJA_AUDIENCIA;09/04/25
162;Demandante;RADICADO;05/06/24
162;Juzgado;ADMITE;05/06/24
162;Demandante;RADICA_IMPULSO_PROCESAL;14/06/24
162;Demandante;RADICA_IMPULSO_PROCESAL;18/06/24
162;Demandante;RADICA_IMPULSO_PROCESAL;18/06/24
162;Juzgado;FIJA_AUDIENCIA;08/08/24
162;Juzgado;FIJA_AUDIENCIA;08/08/24
162;Demandante;RADICA_IMPULSO_PROCESAL;12/08/24
162;Juzgado;CONCILIADO;28/07/25
162;Juzgado;ARCHIVADO;04/08/25
163;Demandante;RADICADO;07/06/24
163;Juzgado;ADMITE;12/06/24
163;Juzgado;FIJA_AUDIENCIA;01/08/24
163;Juzgado;FIJA_AUDIENCIA;26/03/25
163;Juzgado;CONCILIADO;06/06/25
163;Juzgado;ARCHIVADO;09/06/25
164;Demandante;RADICADO;04/06/24
164;Juzgado;ADMITE;09/07/24
164;Juzgado;ADMITE;05/09/24
164;Juzgado;FIJA_AUDIENCIA;05/09/24
164;Juzgado;CONCILIADO;05/11/24
165;Demandante;RADICADO;11/06/24
165;Juzgado;ADMITE;23/07/24
165;Juzgado;FIJA_AUDIENCIA;27/09/24
165;Juzgado;FIJA_AUDIENCIA;13/03/25
165;Juzgado;FIJA_AUDIENCIA;31/03/25
166;Demandante;RADICADO;04/06/24
166;Juzgado;INADMITIDO;08/10/24
166;Juzgado;ADMITE;20/11/24
166;Demandante;NOTIFICACION_PERSONAL;21/11/24
166;Juzgado;FIJA_AUDIENCIA;16/09/25
166;Juzgado;INADMITE_CONTESTACION;19/06/25
167;Demandante;RADICADO;04/06/24
167;Juzgado;INADMITIDO;24/01/25
167;Juzgado;ADMITE;18/06/25
167;Demandante;NOTIFICACION_PERSONAL;18/06/25
168;Demandante;RADICADO;11/06/24
168;Juzgado;INADMITIDO;20/01/25
169;Demandante;RADICADO;11/06/24
169;Juzgado;ADMITE;18/07/24
169;Juzgado;FIJA_AUDIENCIA;13/01/25
169;Juzgado;CONCILIADO;05/02/25
169;Juzgado;ARCHIVADO;25/02/25
170;Juzgado;FINALIZADO_RECHAZO;08/05/25
171;Demandante;RADICADO;07/06/24
171;Juzgado;ADMITE;12/06/24
171;Demandado;CONTESTACION_DEMANDA;27/06/24
171;Juzgado;FIJA_AUDIENCIA;23/08/24
171;Juzgado;CONCILIADO;20/09/24
171;Juzgado;ARCHIVADO;20/09/24
172;Demandante;RADICADO;07/06/24
172;Juzgado;ADMITE;26/06/24
172;Demandante;NOTIFICACION_PERSONAL;03/07/24
172;Demandado;CONTESTACION_DEMANDA;17/07/24
172;Juzgado;FIJA_AUDIENCIA;25/02/25
172;Juzgado;FIJA_AUDIENCIA;04/07/25
172;Juzgado;FIJA_AUDIENCIA;09/07/25
172;Juzgado;CONCILIADO;20/09/24
172;Juzgado;ARCHIVADO;24/07/25
173;Demandante;RADICADO;07/06/24
173;Demandante;RADICA_IMPULSO_PROCESAL;17/07/24
173;Juzgado;INADMITIDO;08/08/24
173;Demandante;SUBSANACION;14/08/24
173;Demandante;RADICA_IMPULSO_PROCESAL;06/09/24
173;Juzgado;ADMITE;02/05/25
173;Demandado;CONTESTACION_DEMANDA;20/05/25
173;Juzgado;FIJA_AUDIENCIA;14/07/25
174;Demandante;RADICADO;07/06/24
174;Juzgado;ADMITE;17/06/24
174;Juzgado;ADMITE;28/11/24
174;Juzgado;FIJA_AUDIENCIA;28/11/24
174;Juzgado;CONCILIADO;06/12/24
175;Demandante;RADICADO;07/06/24
175;Demandante;RADICA_IMPULSO_PROCESAL;17/06/24
175;Juzgado;ADMITE;20/06/24
175;Demandante;NOTIFICACION_PERSONAL;26/06/24
175;Demandado;CONTESTACION_DEMANDA;10/07/24
175;Juzgado;FIJA_AUDIENCIA;15/07/24
175;Juzgado;CONCILIADO;20/11/24
175;Juzgado;ARCHIVADO;21/07/25
176;Juzgado;CONCILIADO;17/07/25
177;Demandante;RADICADO;07/06/24
177;Juzgado;ADMITE;08/07/24
177;Demandado;CONTESTACION_DEMANDA;25/07/24
177;Juzgado;FIJA_AUDIENCIA;08/08/24
177;Demandante;RADICA_IMPULSO_PROCESAL;23/09/24
177;Juzgado;CONCILIADO;12/08/25
178;Demandante;RADICADO;24/06/24
178;Juzgado;INADMITIDO;25/06/24
178;Juzgado;ADMITE;08/07/24
178;Juzgado;FIJA_AUDIENCIA;26/03/25
178;Juzgado;CONCILIADO;06/06/25
179;Demandante;RADICADO;28/06/24
179;Juzgado;ADMITE;15/07/24
179;Demandante;NOTIFICACION_PERSONAL;01/08/24
179;Demandado;CONTESTACION_DEMANDA;01/08/24
179;Demandante;RADICA_IMPULSO_PROCESAL;24/04/25
179;Juzgado;FIJA_AUDIENCIA;02/05/25
180;Demandante;RADICADO;25/06/24
180;Juzgado;INADMITIDO;19/07/24
180;Juzgado;ADMITE;29/08/24
180;Juzgado;FIJA_AUDIENCIA;18/09/24
180;Juzgado;FIJA_AUDIENCIA;23/01/25
180;Juzgado;CONCILIADO;21/04/25
181;Demandante;RADICADO;24/06/24
181;Juzgado;INADMITIDO;05/07/24
181;Demandante;SUBSANACION;15/07/24
181;Juzgado;ADMITE;09/09/24
181;Demandante;RADICA_IMPULSO_PROCESAL;09/09/24
181;Demandante;NOTIFICACION_PERSONAL;12/09/24
181;Demandante;RADICA_IMPULSO_PROCESAL;23/09/24
181;Demandado;CONTESTACION_DEMANDA;25/09/24
181;Juzgado;FIJA_AUDIENCIA;06/11/24
181;Juzgado;CONCILIADO;29/01/25
181;Juzgado;ARCHIVADO;27/02/25
182;Juzgado;CONCILIADO;13/05/25
183;Demandante;RADICADO;24/06/24
183;Juzgado;ADMITE;26/06/24
183;Demandante;NOTIFICACION_PERSONAL;04/07/24
183;Demandado;CONTESTACION_DEMANDA;16/07/24
183;Demandante;RADICA_IMPULSO_PROCESAL;03/09/24
183;Demandante;RADICA_IMPULSO_PROCESAL;09/09/24
183;Juzgado;INADMITE_CONTESTACION;24/09/24
183;Juzgado;FIJA_AUDIENCIA;13/01/25
183;Juzgado;CONCILIADO;11/03/25
183;Juzgado;ARCHIVADO;20/03/25
184;Demandante;RADICADO;26/06/24
184;Juzgado;INADMITIDO;16/08/24
184;Demandante;SUBSANACION;21/08/24
184;Demandante;RADICA_IMPULSO_PROCESAL;25/08/24
184;Demandante;RADICA_IMPULSO_PROCESAL;09/09/24
184;Juzgado;ADMITE;11/09/24
184;Demandante;RADICA_IMPULSO_PROCESAL;16/09/24
184;Demandado;CONTESTACION_DEMANDA;27/09/24
184;Juzgado;ADMITE;04/12/24
184;Juzgado;FIJA_AUDIENCIA;05/12/24
184;Juzgado;CONCILIADO;19/08/25
185;Demandante;RADICADO;30/06/24
185;Juzgado;INADMITIDO;16/08/24
185;Demandante;SUBSANACION;21/08/24
185;Demandante;RADICA_IMPULSO_PROCESAL;06/09/24
185;Juzgado;ADMITE;13/09/24
185;Demandante;RADICA_IMPULSO_PROCESAL;19/09/24
185;Demandante;NOTIFICACION_PERSONAL;24/09/24
185;Demandado;CONTESTACION_DEMANDA;30/09/24
185;Juzgado;ADMITE;28/11/24
185;Juzgado;FIJA_AUDIENCIA;11/12/24
185;Demandante;RADICA_IMPULSO_PROCESAL;19/05/25
185;Juzgado;CONCILIADO;24/07/25
186;Demandante;RADICADO;24/06/24
186;Juzgado;ADMITE;27/06/24
186;Demandante;NOTIFICACION_PERSONAL;02/07/24
186;Demandado;CONTESTACION_DEMANDA;15/07/24
186;Juzgado;FIJA_AUDIENCIA;02/08/24
186;Demandante;RADICA_IMPULSO_PROCESAL;06/09/24
